"collection_id","reference","player_name","team_name","card_type","card_sub_type","season","image_url","is_rookie_card","rarity","serial_number","numbering","base_card_id","is_variant","variants"
"9","96","Vitinha","Olympique de Marseille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","97","Ismaïla Sarr","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","98","François Mughe","Olympique de Marseille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","99","Geoffrey Kondogbia","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","100","Valentin Rongier","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","101","Azzedine Ounahi","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","102","Jonathan Clauss","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","103","Pierre-Emerick Aubameyang","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","104","Chancel Mbemba","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","105","Renan Lodi","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","106","Iliman Ndiaye","Olympique de Marseille","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","107","Jordan Veretout","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","108","Amine Harit","Olympique de Marseille","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","109","Anthony Lopes","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","110","Alexandre Lacazette","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","111","Jeffinho","Olympique Lyonnais","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","112","Maxence Caqueret","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","113","Rayan Cherki","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","114","Corentin Tolisso","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","115","Johann Lepenant","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","116","Saël Kumbedi","Olympique Lyonnais","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","117","Sinaly Diomandé","Olympique Lyonnais","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","118","Duje Ćaleta-Car","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","119","Nicolás Tagliafico","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","120","Ainsley Maitland-Niles","Olympique Lyonnais","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","121","Skelly Alvero","Olympique Lyonnais","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","122","Ernest Nuamah","Olympique Lyonnais","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
